id,level,domain,question,serialized_table,prompt,answer,table_json,evidence_json,operation
A-L1-0172,1,lab,What is the Conductivity of Sample-A?,"| Temperature | pH | Conductivity | Density | Sample | Volume |
| --- | --- | --- | --- | --- | --- |
| 64.1 °C | 7.36 | 6.81 mS/cm | 3.96 g/mL | Sample-G | 223.2 mL |
| 91.4 °C | 2.32 | 16.69 mS/cm | 3.82 g/mL | Sample-A | 83.5 mL |
| 66.4 °C | 3.19 | 12.28 mS/cm | 2.23 g/mL | Sample-C | 245.7 mL |
| 42.9 °C | 3.11 | 7.19 mS/cm | 0.97 g/mL | Sample-H | 177.6 mL |
| 84.5 °C | 3.40 | 18.70 mS/cm | 0.52 g/mL | Sample-B | 110.4 mL |","Answer the question using the table. Return only the requested value.

Table:
| Temperature | pH | Conductivity | Density | Sample | Volume |
| --- | --- | --- | --- | --- | --- |
| 64.1 °C | 7.36 | 6.81 mS/cm | 3.96 g/mL | Sample-G | 223.2 mL |
| 91.4 °C | 2.32 | 16.69 mS/cm | 3.82 g/mL | Sample-A | 83.5 mL |
| 66.4 °C | 3.19 | 12.28 mS/cm | 2.23 g/mL | Sample-C | 245.7 mL |
| 42.9 °C | 3.11 | 7.19 mS/cm | 0.97 g/mL | Sample-H | 177.6 mL |
| 84.5 °C | 3.40 | 18.70 mS/cm | 0.52 g/mL | Sample-B | 110.4 mL |

Question: What is the Conductivity of Sample-A?",16.69 mS/cm,"{""headers"": [""Temperature"", ""pH"", ""Conductivity"", ""Density"", ""Sample"", ""Volume""], ""rows"": [[""64.1 °C"", ""7.36"", ""6.81 mS/cm"", ""3.96 g/mL"", ""Sample-G"", ""223.2 mL""], [""91.4 °C"", ""2.32"", ""16.69 mS/cm"", ""3.82 g/mL"", ""Sample-A"", ""83.5 mL""], [""66.4 °C"", ""3.19"", ""12.28 mS/cm"", ""2.23 g/mL"", ""Sample-C"", ""245.7 mL""], [""42.9 °C"", ""3.11"", ""7.19 mS/cm"", ""0.97 g/mL"", ""Sample-H"", ""177.6 mL""], [""84.5 °C"", ""3.40"", ""18.70 mS/cm"", ""0.52 g/mL"", ""Sample-B"", ""110.4 mL""]]}","{""row_index"": 1, ""column_index"": 2, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-A"", ""target_column"": ""Conductivity""}",lookup
A-L1-0173,1,sports,What is the Points value for the Comets?,"| Goals conceded | Losses | Goals scored | Possession | Points | Team | Wins |
| --- | --- | --- | --- | --- | --- | --- |
| 86 | 4 | 80 | 34.8% | 90 | Dragons | 7 |
| 94 | 7 | 115 | 62.8% | 43 | Bulls | 21 |
| 30 | 2 | 7 | 32.0% | 88 | Sharks | 27 |
| 28 | 7 | 98 | 60.7% | 75 | Falcons | 8 |
| 40 | 6 | 56 | 35.8% | 14 | Cyclones | 29 |
| 44 | 22 | 57 | 69.2% | 77 | Ravens | 20 |
| 95 | 25 | 30 | 34.1% | 70 | Comets | 25 |
| 83 | 5 | 98 | 69.7% | 74 | Knights | 6 |","Answer the question using the table. Return only the requested value.

Table:
| Goals conceded | Losses | Goals scored | Possession | Points | Team | Wins |
| --- | --- | --- | --- | --- | --- | --- |
| 86 | 4 | 80 | 34.8% | 90 | Dragons | 7 |
| 94 | 7 | 115 | 62.8% | 43 | Bulls | 21 |
| 30 | 2 | 7 | 32.0% | 88 | Sharks | 27 |
| 28 | 7 | 98 | 60.7% | 75 | Falcons | 8 |
| 40 | 6 | 56 | 35.8% | 14 | Cyclones | 29 |
| 44 | 22 | 57 | 69.2% | 77 | Ravens | 20 |
| 95 | 25 | 30 | 34.1% | 70 | Comets | 25 |
| 83 | 5 | 98 | 69.7% | 74 | Knights | 6 |

Question: What is the Points value for the Comets?",70,"{""headers"": [""Goals conceded"", ""Losses"", ""Goals scored"", ""Possession"", ""Points"", ""Team"", ""Wins""], ""rows"": [[""86"", ""4"", ""80"", ""34.8%"", ""90"", ""Dragons"", ""7""], [""94"", ""7"", ""115"", ""62.8%"", ""43"", ""Bulls"", ""21""], [""30"", ""2"", ""7"", ""32.0%"", ""88"", ""Sharks"", ""27""], [""28"", ""7"", ""98"", ""60.7%"", ""75"", ""Falcons"", ""8""], [""40"", ""6"", ""56"", ""35.8%"", ""14"", ""Cyclones"", ""29""], [""44"", ""22"", ""57"", ""69.2%"", ""77"", ""Ravens"", ""20""], [""95"", ""25"", ""30"", ""34.1%"", ""70"", ""Comets"", ""25""], [""83"", ""5"", ""98"", ""69.7%"", ""74"", ""Knights"", ""6""]]}","{""row_index"": 6, ""column_index"": 4, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Comets"", ""target_column"": ""Points""}",lookup
A-L1-0174,1,sports,How many Points are listed for the Knights?,"| Points | Goals conceded | Team | Possession | Goals scored |
| --- | --- | --- | --- | --- |
| 36 | 118 | Knights | 45.4% | 79 |
| 52 | 90 | Comets | 34.5% | 43 |
| 11 | 115 | Dragons | 52.1% | 92 |
| 56 | 72 | Wolves | 61.2% | 100 |
| 33 | 51 | Hawks | 67.9% | 37 |
| 23 | 82 | Cyclones | 55.2% | 21 |
| 87 | 40 | Ravens | 39.5% | 52 |
| 25 | 118 | Panthers | 53.5% | 10 |
| 26 | 108 | Falcons | 44.4% | 47 |","Answer the question using the table. Return only the requested value.

Table:
| Points | Goals conceded | Team | Possession | Goals scored |
| --- | --- | --- | --- | --- |
| 36 | 118 | Knights | 45.4% | 79 |
| 52 | 90 | Comets | 34.5% | 43 |
| 11 | 115 | Dragons | 52.1% | 92 |
| 56 | 72 | Wolves | 61.2% | 100 |
| 33 | 51 | Hawks | 67.9% | 37 |
| 23 | 82 | Cyclones | 55.2% | 21 |
| 87 | 40 | Ravens | 39.5% | 52 |
| 25 | 118 | Panthers | 53.5% | 10 |
| 26 | 108 | Falcons | 44.4% | 47 |

Question: How many Points are listed for the Knights?",36,"{""headers"": [""Points"", ""Goals conceded"", ""Team"", ""Possession"", ""Goals scored""], ""rows"": [[""36"", ""118"", ""Knights"", ""45.4%"", ""79""], [""52"", ""90"", ""Comets"", ""34.5%"", ""43""], [""11"", ""115"", ""Dragons"", ""52.1%"", ""92""], [""56"", ""72"", ""Wolves"", ""61.2%"", ""100""], [""33"", ""51"", ""Hawks"", ""67.9%"", ""37""], [""23"", ""82"", ""Cyclones"", ""55.2%"", ""21""], [""87"", ""40"", ""Ravens"", ""39.5%"", ""52""], [""25"", ""118"", ""Panthers"", ""53.5%"", ""10""], [""26"", ""108"", ""Falcons"", ""44.4%"", ""47""]]}","{""row_index"": 0, ""column_index"": 0, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Knights"", ""target_column"": ""Points""}",lookup
A-L1-0175,1,ml_experiments,"According to the experiment table, what is Nimbus's Latency?","| Model | Latency | Memory | Precision | F1 score | Accuracy |
| --- | --- | --- | --- | --- | --- |
| Quartz | 109.5 ms | 0.8 GB | 85.7% | 95.6% | 79.7% |
| Sigma | 143.8 ms | 9.3 GB | 85.5% | 56.3% | 61.8% |
| Pulse | 157.2 ms | 11.1 GB | 97.7% | 86.3% | 75.5% |
| Delta | 141.2 ms | 6.5 GB | 72.6% | 58.1% | 89.3% |
| Nimbus | 42.3 ms | 3.0 GB | 85.7% | 63.3% | 67.2% |","Answer the question using the table. Return only the requested value.

Table:
| Model | Latency | Memory | Precision | F1 score | Accuracy |
| --- | --- | --- | --- | --- | --- |
| Quartz | 109.5 ms | 0.8 GB | 85.7% | 95.6% | 79.7% |
| Sigma | 143.8 ms | 9.3 GB | 85.5% | 56.3% | 61.8% |
| Pulse | 157.2 ms | 11.1 GB | 97.7% | 86.3% | 75.5% |
| Delta | 141.2 ms | 6.5 GB | 72.6% | 58.1% | 89.3% |
| Nimbus | 42.3 ms | 3.0 GB | 85.7% | 63.3% | 67.2% |

Question: According to the experiment table, what is Nimbus's Latency?",42.3 ms,"{""headers"": [""Model"", ""Latency"", ""Memory"", ""Precision"", ""F1 score"", ""Accuracy""], ""rows"": [[""Quartz"", ""109.5 ms"", ""0.8 GB"", ""85.7%"", ""95.6%"", ""79.7%""], [""Sigma"", ""143.8 ms"", ""9.3 GB"", ""85.5%"", ""56.3%"", ""61.8%""], [""Pulse"", ""157.2 ms"", ""11.1 GB"", ""97.7%"", ""86.3%"", ""75.5%""], [""Delta"", ""141.2 ms"", ""6.5 GB"", ""72.6%"", ""58.1%"", ""89.3%""], [""Nimbus"", ""42.3 ms"", ""3.0 GB"", ""85.7%"", ""63.3%"", ""67.2%""]]}","{""row_index"": 4, ""column_index"": 1, ""row_identifier_column"": ""Model"", ""row_identifier_value"": ""Nimbus"", ""target_column"": ""Latency""}",lookup
A-L1-0176,1,skydiving,"According to the table, what is the Falling speed for Mina?","| Altitude | Person | Heart rate | Air temperature | Falling speed |
| --- | --- | --- | --- | --- |
| 3022 m | Emma | 157 bpm | -41.4 °C | 74.0 m/s |
| 6817 m | Mina | 144 bpm | -21.7 °C | 30.0 m/s |
| 4233 m | Maya | 134 bpm | 0.5 °C | 49.5 m/s |
| 7459 m | Yuna | 106 bpm | -11.3 °C | 25.1 m/s |
| 6680 m | Theo | 172 bpm | 15.8 °C | 35.6 m/s |","Answer the question using the table. Return only the requested value.

Table:
| Altitude | Person | Heart rate | Air temperature | Falling speed |
| --- | --- | --- | --- | --- |
| 3022 m | Emma | 157 bpm | -41.4 °C | 74.0 m/s |
| 6817 m | Mina | 144 bpm | -21.7 °C | 30.0 m/s |
| 4233 m | Maya | 134 bpm | 0.5 °C | 49.5 m/s |
| 7459 m | Yuna | 106 bpm | -11.3 °C | 25.1 m/s |
| 6680 m | Theo | 172 bpm | 15.8 °C | 35.6 m/s |

Question: According to the table, what is the Falling speed for Mina?",30.0 m/s,"{""headers"": [""Altitude"", ""Person"", ""Heart rate"", ""Air temperature"", ""Falling speed""], ""rows"": [[""3022 m"", ""Emma"", ""157 bpm"", ""-41.4 °C"", ""74.0 m/s""], [""6817 m"", ""Mina"", ""144 bpm"", ""-21.7 °C"", ""30.0 m/s""], [""4233 m"", ""Maya"", ""134 bpm"", ""0.5 °C"", ""49.5 m/s""], [""7459 m"", ""Yuna"", ""106 bpm"", ""-11.3 °C"", ""25.1 m/s""], [""6680 m"", ""Theo"", ""172 bpm"", ""15.8 °C"", ""35.6 m/s""]]}","{""row_index"": 1, ""column_index"": 4, ""row_identifier_column"": ""Person"", ""row_identifier_value"": ""Mina"", ""target_column"": ""Falling speed""}",lookup
A-L1-0177,1,sports,"In the table, what Wins do the Cyclones have?","| Possession | Goals scored | Team | Wins | Points |
| --- | --- | --- | --- | --- |
| 67.7% | 28 | Hawks | 9 | 92 |
| 30.8% | 25 | Wolves | 26 | 32 |
| 45.8% | 82 | Panthers | 2 | 34 |
| 49.8% | 63 | Cyclones | 26 | 33 |
| 64.5% | 29 | Bulls | 15 | 82 |","Answer the question using the table. Return only the requested value.

Table:
| Possession | Goals scored | Team | Wins | Points |
| --- | --- | --- | --- | --- |
| 67.7% | 28 | Hawks | 9 | 92 |
| 30.8% | 25 | Wolves | 26 | 32 |
| 45.8% | 82 | Panthers | 2 | 34 |
| 49.8% | 63 | Cyclones | 26 | 33 |
| 64.5% | 29 | Bulls | 15 | 82 |

Question: In the table, what Wins do the Cyclones have?",26,"{""headers"": [""Possession"", ""Goals scored"", ""Team"", ""Wins"", ""Points""], ""rows"": [[""67.7%"", ""28"", ""Hawks"", ""9"", ""92""], [""30.8%"", ""25"", ""Wolves"", ""26"", ""32""], [""45.8%"", ""82"", ""Panthers"", ""2"", ""34""], [""49.8%"", ""63"", ""Cyclones"", ""26"", ""33""], [""64.5%"", ""29"", ""Bulls"", ""15"", ""82""]]}","{""row_index"": 3, ""column_index"": 3, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Cyclones"", ""target_column"": ""Wins""}",lookup
A-L1-0178,1,skydiving,What is Sofia's Altitude?,"| Falling speed | Altitude | Elapsed time | Person | Air temperature |
| --- | --- | --- | --- | --- |
| 44.9 m/s | 5610 m | 18.9 s | Sam | -34.7 °C |
| 64.3 m/s | 5412 m | 25.3 s | Mina | -35.7 °C |
| 42.8 m/s | 9987 m | 51.0 s | Julia | -38.5 °C |
| 79.7 m/s | 10120 m | 7.2 s | Theo | -36.1 °C |
| 69.2 m/s | 11513 m | 35.5 s | Sofia | -38.3 °C |
| 78.1 m/s | 10608 m | 79.1 s | Ethan | -20.8 °C |
| 62.6 m/s | 1143 m | 16.1 s | David | -1.4 °C |
| 53.8 m/s | 8636 m | 55.7 s | Daniel | -32.3 °C |","Answer the question using the table. Return only the requested value.

Table:
| Falling speed | Altitude | Elapsed time | Person | Air temperature |
| --- | --- | --- | --- | --- |
| 44.9 m/s | 5610 m | 18.9 s | Sam | -34.7 °C |
| 64.3 m/s | 5412 m | 25.3 s | Mina | -35.7 °C |
| 42.8 m/s | 9987 m | 51.0 s | Julia | -38.5 °C |
| 79.7 m/s | 10120 m | 7.2 s | Theo | -36.1 °C |
| 69.2 m/s | 11513 m | 35.5 s | Sofia | -38.3 °C |
| 78.1 m/s | 10608 m | 79.1 s | Ethan | -20.8 °C |
| 62.6 m/s | 1143 m | 16.1 s | David | -1.4 °C |
| 53.8 m/s | 8636 m | 55.7 s | Daniel | -32.3 °C |

Question: What is Sofia's Altitude?",11513 m,"{""headers"": [""Falling speed"", ""Altitude"", ""Elapsed time"", ""Person"", ""Air temperature""], ""rows"": [[""44.9 m/s"", ""5610 m"", ""18.9 s"", ""Sam"", ""-34.7 °C""], [""64.3 m/s"", ""5412 m"", ""25.3 s"", ""Mina"", ""-35.7 °C""], [""42.8 m/s"", ""9987 m"", ""51.0 s"", ""Julia"", ""-38.5 °C""], [""79.7 m/s"", ""10120 m"", ""7.2 s"", ""Theo"", ""-36.1 °C""], [""69.2 m/s"", ""11513 m"", ""35.5 s"", ""Sofia"", ""-38.3 °C""], [""78.1 m/s"", ""10608 m"", ""79.1 s"", ""Ethan"", ""-20.8 °C""], [""62.6 m/s"", ""1143 m"", ""16.1 s"", ""David"", ""-1.4 °C""], [""53.8 m/s"", ""8636 m"", ""55.7 s"", ""Daniel"", ""-32.3 °C""]]}","{""row_index"": 4, ""column_index"": 1, ""row_identifier_column"": ""Person"", ""row_identifier_value"": ""Sofia"", ""target_column"": ""Altitude""}",lookup
A-L1-0179,1,sports,How many Wins are listed for the Wolves?,"| Wins | Goals scored | Team | Goals conceded | Points | Losses | Possession |
| --- | --- | --- | --- | --- | --- | --- |
| 29 | 108 | Cyclones | 68 | 94 | 11 | 67.3% |
| 24 | 24 | Wolves | 96 | 19 | 25 | 30.1% |
| 29 | 39 | Falcons | 84 | 46 | 11 | 65.0% |
| 23 | 62 | Bulls | 88 | 28 | 10 | 35.9% |","Answer the question using the table. Return only the requested value.

Table:
| Wins | Goals scored | Team | Goals conceded | Points | Losses | Possession |
| --- | --- | --- | --- | --- | --- | --- |
| 29 | 108 | Cyclones | 68 | 94 | 11 | 67.3% |
| 24 | 24 | Wolves | 96 | 19 | 25 | 30.1% |
| 29 | 39 | Falcons | 84 | 46 | 11 | 65.0% |
| 23 | 62 | Bulls | 88 | 28 | 10 | 35.9% |

Question: How many Wins are listed for the Wolves?",24,"{""headers"": [""Wins"", ""Goals scored"", ""Team"", ""Goals conceded"", ""Points"", ""Losses"", ""Possession""], ""rows"": [[""29"", ""108"", ""Cyclones"", ""68"", ""94"", ""11"", ""67.3%""], [""24"", ""24"", ""Wolves"", ""96"", ""19"", ""25"", ""30.1%""], [""29"", ""39"", ""Falcons"", ""84"", ""46"", ""11"", ""65.0%""], [""23"", ""62"", ""Bulls"", ""88"", ""28"", ""10"", ""35.9%""]]}","{""row_index"": 1, ""column_index"": 0, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Wolves"", ""target_column"": ""Wins""}",lookup
A-L1-0180,1,ml_experiments,Look up model Aurora. What is its Recall?,"| Recall | Memory | Model | Precision | Latency | F1 score |
| --- | --- | --- | --- | --- | --- |
| 54.3% | 12.5 GB | Zenith | 78.2% | 42.6 ms | 89.8% |
| 84.1% | 11.3 GB | Vertex | 60.2% | 133.0 ms | 57.0% |
| 86.6% | 7.0 GB | Delta | 96.0% | 43.5 ms | 60.3% |
| 77.0% | 2.7 GB | Aurora | 89.3% | 151.0 ms | 72.6% |
| 85.0% | 8.8 GB | Nimbus | 76.7% | 18.7 ms | 61.3% |
| 73.2% | 3.7 GB | Echo | 70.9% | 67.8 ms | 91.7% |
| 91.6% | 2.2 GB | Quartz | 60.9% | 67.5 ms | 94.7% |","Answer the question using the table. Return only the requested value.

Table:
| Recall | Memory | Model | Precision | Latency | F1 score |
| --- | --- | --- | --- | --- | --- |
| 54.3% | 12.5 GB | Zenith | 78.2% | 42.6 ms | 89.8% |
| 84.1% | 11.3 GB | Vertex | 60.2% | 133.0 ms | 57.0% |
| 86.6% | 7.0 GB | Delta | 96.0% | 43.5 ms | 60.3% |
| 77.0% | 2.7 GB | Aurora | 89.3% | 151.0 ms | 72.6% |
| 85.0% | 8.8 GB | Nimbus | 76.7% | 18.7 ms | 61.3% |
| 73.2% | 3.7 GB | Echo | 70.9% | 67.8 ms | 91.7% |
| 91.6% | 2.2 GB | Quartz | 60.9% | 67.5 ms | 94.7% |

Question: Look up model Aurora. What is its Recall?",77.0%,"{""headers"": [""Recall"", ""Memory"", ""Model"", ""Precision"", ""Latency"", ""F1 score""], ""rows"": [[""54.3%"", ""12.5 GB"", ""Zenith"", ""78.2%"", ""42.6 ms"", ""89.8%""], [""84.1%"", ""11.3 GB"", ""Vertex"", ""60.2%"", ""133.0 ms"", ""57.0%""], [""86.6%"", ""7.0 GB"", ""Delta"", ""96.0%"", ""43.5 ms"", ""60.3%""], [""77.0%"", ""2.7 GB"", ""Aurora"", ""89.3%"", ""151.0 ms"", ""72.6%""], [""85.0%"", ""8.8 GB"", ""Nimbus"", ""76.7%"", ""18.7 ms"", ""61.3%""], [""73.2%"", ""3.7 GB"", ""Echo"", ""70.9%"", ""67.8 ms"", ""91.7%""], [""91.6%"", ""2.2 GB"", ""Quartz"", ""60.9%"", ""67.5 ms"", ""94.7%""]]}","{""row_index"": 3, ""column_index"": 0, ""row_identifier_column"": ""Model"", ""row_identifier_value"": ""Aurora"", ""target_column"": ""Recall""}",lookup
A-L1-0181,1,ml_experiments,"According to the experiment table, what is Quartz's Memory?","| F1 score | Model | Recall | Precision | Memory |
| --- | --- | --- | --- | --- |
| 57.6% | Nova | 51.6% | 67.6% | 14.2 GB |
| 66.5% | Vertex | 84.1% | 73.1% | 12.6 GB |
| 92.9% | Quartz | 90.6% | 84.9% | 9.1 GB |
| 74.7% | Atlas | 90.8% | 88.0% | 0.7 GB |","Answer the question using the table. Return only the requested value.

Table:
| F1 score | Model | Recall | Precision | Memory |
| --- | --- | --- | --- | --- |
| 57.6% | Nova | 51.6% | 67.6% | 14.2 GB |
| 66.5% | Vertex | 84.1% | 73.1% | 12.6 GB |
| 92.9% | Quartz | 90.6% | 84.9% | 9.1 GB |
| 74.7% | Atlas | 90.8% | 88.0% | 0.7 GB |

Question: According to the experiment table, what is Quartz's Memory?",9.1 GB,"{""headers"": [""F1 score"", ""Model"", ""Recall"", ""Precision"", ""Memory""], ""rows"": [[""57.6%"", ""Nova"", ""51.6%"", ""67.6%"", ""14.2 GB""], [""66.5%"", ""Vertex"", ""84.1%"", ""73.1%"", ""12.6 GB""], [""92.9%"", ""Quartz"", ""90.6%"", ""84.9%"", ""9.1 GB""], [""74.7%"", ""Atlas"", ""90.8%"", ""88.0%"", ""0.7 GB""]]}","{""row_index"": 2, ""column_index"": 4, ""row_identifier_column"": ""Model"", ""row_identifier_value"": ""Quartz"", ""target_column"": ""Memory""}",lookup
A-L1-0182,1,weather,"According to the weather table, what is the Temperature at Orion?","| Temperature | Pressure | Wind speed | Station | Humidity | Rainfall | Visibility |
| --- | --- | --- | --- | --- | --- | --- |
| 27.6 °C | 941.9 hPa | 22.6 m/s | Clearwater | 84% | 14.0 mm | 6.2 km |
| 25.1 °C | 1000.2 hPa | 10.8 m/s | Hillcrest | 20% | 50.8 mm | 16.8 km |
| 35.0 °C | 961.1 hPa | 0.3 m/s | Westhaven | 19% | 26.7 mm | 11.0 km |
| 29.9 °C | 989.6 hPa | 1.0 m/s | Riverton | 21% | 51.3 mm | 8.8 km |
| 36.8 °C | 1016.9 hPa | 19.8 m/s | Orion | 18% | 22.9 mm | 17.1 km |","Answer the question using the table. Return only the requested value.

Table:
| Temperature | Pressure | Wind speed | Station | Humidity | Rainfall | Visibility |
| --- | --- | --- | --- | --- | --- | --- |
| 27.6 °C | 941.9 hPa | 22.6 m/s | Clearwater | 84% | 14.0 mm | 6.2 km |
| 25.1 °C | 1000.2 hPa | 10.8 m/s | Hillcrest | 20% | 50.8 mm | 16.8 km |
| 35.0 °C | 961.1 hPa | 0.3 m/s | Westhaven | 19% | 26.7 mm | 11.0 km |
| 29.9 °C | 989.6 hPa | 1.0 m/s | Riverton | 21% | 51.3 mm | 8.8 km |
| 36.8 °C | 1016.9 hPa | 19.8 m/s | Orion | 18% | 22.9 mm | 17.1 km |

Question: According to the weather table, what is the Temperature at Orion?",36.8 °C,"{""headers"": [""Temperature"", ""Pressure"", ""Wind speed"", ""Station"", ""Humidity"", ""Rainfall"", ""Visibility""], ""rows"": [[""27.6 °C"", ""941.9 hPa"", ""22.6 m/s"", ""Clearwater"", ""84%"", ""14.0 mm"", ""6.2 km""], [""25.1 °C"", ""1000.2 hPa"", ""10.8 m/s"", ""Hillcrest"", ""20%"", ""50.8 mm"", ""16.8 km""], [""35.0 °C"", ""961.1 hPa"", ""0.3 m/s"", ""Westhaven"", ""19%"", ""26.7 mm"", ""11.0 km""], [""29.9 °C"", ""989.6 hPa"", ""1.0 m/s"", ""Riverton"", ""21%"", ""51.3 mm"", ""8.8 km""], [""36.8 °C"", ""1016.9 hPa"", ""19.8 m/s"", ""Orion"", ""18%"", ""22.9 mm"", ""17.1 km""]]}","{""row_index"": 4, ""column_index"": 0, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Orion"", ""target_column"": ""Temperature""}",lookup
A-L1-0183,1,lab,"For Sample-I, what Conductivity does the table report?","| pH | Temperature | Volume | Sample | Density | Mass | Conductivity |
| --- | --- | --- | --- | --- | --- | --- |
| 7.23 | 94.3 °C | 192.4 mL | Sample-C | 2.63 g/mL | 251.8 g | 24.84 mS/cm |
| 11.40 | 31.2 °C | 11.0 mL | Sample-A | 2.68 g/mL | 67.3 g | 11.24 mS/cm |
| 3.41 | 24.4 °C | 179.9 mL | Sample-I | 2.89 g/mL | 117.3 g | 23.83 mS/cm |
| 8.07 | 26.5 °C | 239.5 mL | Sample-G | 3.99 g/mL | 342.1 g | 17.85 mS/cm |","Answer the question using the table. Return only the requested value.

Table:
| pH | Temperature | Volume | Sample | Density | Mass | Conductivity |
| --- | --- | --- | --- | --- | --- | --- |
| 7.23 | 94.3 °C | 192.4 mL | Sample-C | 2.63 g/mL | 251.8 g | 24.84 mS/cm |
| 11.40 | 31.2 °C | 11.0 mL | Sample-A | 2.68 g/mL | 67.3 g | 11.24 mS/cm |
| 3.41 | 24.4 °C | 179.9 mL | Sample-I | 2.89 g/mL | 117.3 g | 23.83 mS/cm |
| 8.07 | 26.5 °C | 239.5 mL | Sample-G | 3.99 g/mL | 342.1 g | 17.85 mS/cm |

Question: For Sample-I, what Conductivity does the table report?",23.83 mS/cm,"{""headers"": [""pH"", ""Temperature"", ""Volume"", ""Sample"", ""Density"", ""Mass"", ""Conductivity""], ""rows"": [[""7.23"", ""94.3 °C"", ""192.4 mL"", ""Sample-C"", ""2.63 g/mL"", ""251.8 g"", ""24.84 mS/cm""], [""11.40"", ""31.2 °C"", ""11.0 mL"", ""Sample-A"", ""2.68 g/mL"", ""67.3 g"", ""11.24 mS/cm""], [""3.41"", ""24.4 °C"", ""179.9 mL"", ""Sample-I"", ""2.89 g/mL"", ""117.3 g"", ""23.83 mS/cm""], [""8.07"", ""26.5 °C"", ""239.5 mL"", ""Sample-G"", ""3.99 g/mL"", ""342.1 g"", ""17.85 mS/cm""]]}","{""row_index"": 2, ""column_index"": 6, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-I"", ""target_column"": ""Conductivity""}",lookup
A-L1-0184,1,sports,"In the table, what Losses do the Knights have?","| Wins | Losses | Goals scored | Points | Team | Possession |
| --- | --- | --- | --- | --- | --- |
| 16 | 30 | 52 | 50 | Dragons | 63.8% |
| 30 | 18 | 10 | 72 | Wolves | 35.0% |
| 11 | 12 | 114 | 62 | Tigers | 64.4% |
| 19 | 4 | 51 | 66 | Knights | 66.7% |
| 8 | 14 | 22 | 93 | Sharks | 60.5% |","Answer the question using the table. Return only the requested value.

Table:
| Wins | Losses | Goals scored | Points | Team | Possession |
| --- | --- | --- | --- | --- | --- |
| 16 | 30 | 52 | 50 | Dragons | 63.8% |
| 30 | 18 | 10 | 72 | Wolves | 35.0% |
| 11 | 12 | 114 | 62 | Tigers | 64.4% |
| 19 | 4 | 51 | 66 | Knights | 66.7% |
| 8 | 14 | 22 | 93 | Sharks | 60.5% |

Question: In the table, what Losses do the Knights have?",4,"{""headers"": [""Wins"", ""Losses"", ""Goals scored"", ""Points"", ""Team"", ""Possession""], ""rows"": [[""16"", ""30"", ""52"", ""50"", ""Dragons"", ""63.8%""], [""30"", ""18"", ""10"", ""72"", ""Wolves"", ""35.0%""], [""11"", ""12"", ""114"", ""62"", ""Tigers"", ""64.4%""], [""19"", ""4"", ""51"", ""66"", ""Knights"", ""66.7%""], [""8"", ""14"", ""22"", ""93"", ""Sharks"", ""60.5%""]]}","{""row_index"": 3, ""column_index"": 1, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Knights"", ""target_column"": ""Losses""}",lookup
A-L1-0185,1,lab,"For Sample-G, what Density does the table report?","| Conductivity | Density | pH | Sample | Mass |
| --- | --- | --- | --- | --- |
| 23.99 mS/cm | 1.91 g/mL | 5.97 | Sample-E | 217.7 g |
| 20.48 mS/cm | 0.88 g/mL | 3.09 | Sample-B | 91.8 g |
| 16.76 mS/cm | 2.37 g/mL | 5.49 | Sample-C | 235.3 g |
| 1.71 mS/cm | 1.24 g/mL | 5.42 | Sample-G | 303.0 g |","Answer the question using the table. Return only the requested value.

Table:
| Conductivity | Density | pH | Sample | Mass |
| --- | --- | --- | --- | --- |
| 23.99 mS/cm | 1.91 g/mL | 5.97 | Sample-E | 217.7 g |
| 20.48 mS/cm | 0.88 g/mL | 3.09 | Sample-B | 91.8 g |
| 16.76 mS/cm | 2.37 g/mL | 5.49 | Sample-C | 235.3 g |
| 1.71 mS/cm | 1.24 g/mL | 5.42 | Sample-G | 303.0 g |

Question: For Sample-G, what Density does the table report?",1.24 g/mL,"{""headers"": [""Conductivity"", ""Density"", ""pH"", ""Sample"", ""Mass""], ""rows"": [[""23.99 mS/cm"", ""1.91 g/mL"", ""5.97"", ""Sample-E"", ""217.7 g""], [""20.48 mS/cm"", ""0.88 g/mL"", ""3.09"", ""Sample-B"", ""91.8 g""], [""16.76 mS/cm"", ""2.37 g/mL"", ""5.49"", ""Sample-C"", ""235.3 g""], [""1.71 mS/cm"", ""1.24 g/mL"", ""5.42"", ""Sample-G"", ""303.0 g""]]}","{""row_index"": 3, ""column_index"": 1, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-G"", ""target_column"": ""Density""}",lookup
